text,label
Ingénieur Logiciel spécialisé dans le développement d'applications web. Expert en Java Kotlin et JavaScript React. Utilisation quotidienne de Git Jira Confluence et MongoDB Oracle DynamoDB. 10 ans d'expérience en entreprise.,Software Engineering
Ingénieur Logiciel spécialisé dans le développement d'applications web. Expert en Java Ruby Node.js et Vue.js Tailwind TypeScript. Utilisation quotidienne de Jenkins et MongoDB PostgreSQL. 5 ans d'expérience en entreprise.,Software Engineering
Machine Learning Engineer spécialisé en Time Series Anomaly Detection NLP. Utilisation de LightGBM PyTorch Scikit-learn et {big_data_tools}. 6 ans d'expérience dans le déploiement de modèles.,Data Science
Data Analyst expert en Matplotlib et NumPy SQL. Création de dashboards pour finance. Maîtrise de MongoDB et SAS.,Data Science
"Développeur Full Stack avec 6 ans d'expérience. Compétences : C# PHP pour le backend, Tailwind React Vue.js CSS3 pour le frontend. Maîtrise de MySQL PostgreSQL et Git Jira Docker. Diplomé d'un Master en Génie Logiciel.",Software Engineering
Ingénieur IA avec spécialisation en Time Series. Développement de modèles avec TensorFlow. Expérience en MLOps avec Confluence.,Data Science
"Data Scientist avec 3 ans d'expérience en analyse prédictive. Compétences : Scikit-learn PyTorch NumPy, LightGBM TensorFlow PyTorch, Tableau. Réalisation de projets de séries temporelles.",Data Science
"DevOps Engineer 2 ans d'expérience. Stack : Oracle Cloud AWS, Ansible, Podman Docker. CI/CD avec Azure DevOps GitHub Actions Bamboo. Infrastructure as Code avec ARM CloudFormation Terraform.",Cloud DevOps
Site Reliability Engineer gérant Azure GCP. Automatisation avec Chef et CircleCI. Monitoring avec Grafana ELK Stack.,Cloud DevOps
Site Reliability Engineer gérant Azure AWS Oracle Cloud. Automatisation avec Pulumi Chef Terraform et GitHub Actions GitLab CI. Monitoring avec Prometheus.,Cloud DevOps
"Backend Developer passionné par l'architecture microservices. Stack technique : Scala Java, MongoDB PostgreSQL, SonarQube Jira. Certification OCPJP MongoDB Certified. Recherche nouveau défi technique.",Software Engineering
"Data Scientist avec 4 ans d'expérience en analyse prédictive. Compétences : Keras Scikit-learn, PyTorch LightGBM, Seaborn Tableau Matplotlib. Réalisation de projets de régression clustering computer vision.",Data Science
Data Analyst expert en Plotly PowerBI Looker et Python R. Création de dashboards pour transport e-commerce finance. Maîtrise de Cassandra DynamoDB MySQL et SPSS.,Data Science
SOC Analyst maîtrisant Splunk Qualys pour la détection d'incidents. Certifications CEH. Veille sur les menaces systèmes industriels cloud applications web.,Cybersecurity
Data Analyst expert en Plotly et PyTorch Scikit-learn. Création de dashboards pour télécommunications transport. Maîtrise de MongoDB MySQL Redis et SAS SPSS.,Data Science
Data Analyst expert en Tableau et TensorFlow Scikit-learn. Création de dashboards pour industrie. Maîtrise de Oracle PostgreSQL DynamoDB et SciPy.,Data Science
Cloud Architect spécialisé AWS. Maîtrise de Docker et Docker Swarm. Certifications Azure Administrator.,Cloud DevOps
Data Analyst expert en PowerBI Matplotlib Plotly et R Keras. Création de dashboards pour e-commerce. Maîtrise de MySQL MongoDB SQLite et SAS Statsmodels SciPy.,Data Science
Pentester certifié OSCP. Spécialisé en Threat Hunting Forensics SOC. Utilisation de Nessus Nmap Qualys pour tests d'intrusion. Connaissances PCI DSS ISO 27001 NIST.,Cybersecurity
"Backend Developer passionné par l'architecture microservices. Stack technique : PHP Python C# Go, MongoDB SQLite Oracle, Confluence. Certification OCPJP MongoDB Certified AWS Developer. Recherche nouveau défi technique.",Software Engineering
Ingénieur Logiciel spécialisé dans le développement d'applications web. Expert en Kotlin Java PHP Python et React Vue.js. Utilisation quotidienne de Gradle et Oracle. 7 ans d'expérience en entreprise.,Software Engineering
Architecte Réseaux avec expertise DHCP BGP SNMP SSH. Déploiement de solutions Juniper chez des clients santé transport.,Networks
Site Reliability Engineer gérant AWS. Automatisation avec Puppet Terraform et CircleCI Azure DevOps GitLab CI. Monitoring avec ELK Stack.,Cloud DevOps
Site Reliability Engineer gérant AWS Oracle Cloud GCP. Automatisation avec Puppet Ansible Chef et Bamboo GitHub Actions. Monitoring avec New Relic Datadog.,Cloud DevOps
SOC Analyst maîtrisant Nessus Snort pour la détection d'incidents. Certifications SANS GPEN. Veille sur les menaces cloud IoT réseaux.,Cybersecurity
"Analyste Cybersécurité OSCP avec 2 ans d'expérience. Compétences : Reverse Engineering Pentesting, Qualys Splunk Nessus Nmap, MITRE ATT&CK. Réalisation d'audits et réponse à incident audits de sécurité analyse de vulnérabilités.",Cybersecurity
SOC Analyst maîtrisant Burp Suite Metasploit Nessus Qualys pour la détection d'incidents. Certifications SANS GPEN. Veille sur les menaces IoT systèmes industriels cloud.,Cybersecurity
"Spring Boot Developer. Java, Spring MVC, Spring Security, Hibernate, Oracle. 10 ans d'expérience en microservices.",Software Engineering
Data Analyst expert en Looker Plotly PowerBI et NumPy PyTorch. Création de dashboards pour transport. Maîtrise de SQLite et SAS SciPy.,Data Science
"Data Scientist avec 8 ans d'expérience en analyse prédictive. Compétences : TensorFlow Keras, Scikit-learn, Looker PowerBI Plotly. Réalisation de projets de classification computer vision.",Data Science
"Analyste Cybersécurité CEH avec 4 ans d'expérience. Compétences : Pentesting SOC Threat Hunting Forensics, Nessus ELK Nmap, NIST. Réalisation d'audits et tests d'intrusion réponse à incident analyse de vulnérabilités.",Cybersecurity
Cloud Architect spécialisé IBM Cloud. Maîtrise de Podman containerd et Docker Swarm. Certifications CKAD.,Cloud DevOps
Ingénieur Logiciel spécialisé dans le développement d'applications web. Expert en Python Kotlin et Vue.js JavaScript Tailwind React. Utilisation quotidienne de Git SonarQube et Cassandra. 5 ans d'expérience en entreprise.,Software Engineering
Consultant Sécurité avec 4 ans d'expérience en réseaux. Implémentation de NIST GDPR et utilisation de Snort Wireshark.,Cybersecurity
Consultant Sécurité avec 8 ans d'expérience en réseaux applications web IoT. Implémentation de GDPR et utilisation de ELK Metasploit Qualys.,Cybersecurity
"Data Engineer avec 6 ans. Compétences : Python, MySQL, Confluence. ETL avec CatBoost.",Data Science
Consultant Sécurité avec 10 ans d'expérience en cloud réseaux. Implémentation de NIST MITRE ATT&CK et utilisation de Splunk Burp Suite Qualys ELK.,Cybersecurity
"DevOps Engineer 3 ans d'expérience. Stack : IBM Cloud AWS Azure, Terraform Ansible, Podman containerd Docker. CI/CD avec GitHub Actions. Infrastructure as Code avec Terraform ARM.",Cloud DevOps
Network Administrator maîtrisant HTTP/HTTPS BGP et Palo Alto. Gestion de Linux Windows Server. Certification CCNP en cours.,Networks
"Développeur Full Stack avec 4 ans d'expérience. Compétences : Python Java C# pour le backend, JavaScript Angular React pour le frontend. Maîtrise de Cassandra Redis et Maven. Diplomé d'un Master en Génie Logiciel.",Software Engineering
"Spring Boot Developer. Java, Spring MVC, Spring Security, Hibernate, SQLite. 4 ans d'expérience en microservices.",Software Engineering
Ingénieur Logiciel spécialisé dans le développement d'applications web. Expert en Ruby Rust Scala PHP et Tailwind TypeScript HTML5 JavaScript. Utilisation quotidienne de Git Jira Jenkins et MySQL PostgreSQL. 2 ans d'expérience en entreprise.,Software Engineering
Pentester certifié CISSP. Spécialisé en Pentesting Forensics SOC. Utilisation de Wireshark Burp Suite ELK Nmap pour tests d'intrusion. Connaissances ISO 27001 NIST.,Cybersecurity
"Développeur Full Stack avec 7 ans d'expérience. Compétences : Python Node.js C# Scala pour le backend, HTML5 Angular pour le frontend. Maîtrise de PostgreSQL MySQL Redis et Maven Gradle Docker. Diplomé d'un Master en Génie Logiciel.",Software Engineering
"Développeur Full Stack avec 7 ans d'expérience. Compétences : Node.js Scala pour le backend, Vue.js JavaScript pour le frontend. Maîtrise de Oracle MongoDB Redis et Confluence Gradle Maven. Diplomé d'un Master en Génie Logiciel.",Software Engineering
Cloud Architect spécialisé Oracle Cloud AWS. Maîtrise de containerd Docker Podman et OpenShift Nomad Kubernetes. Certifications Azure Administrator.,Cloud DevOps
Cloud Architect spécialisé Azure Oracle Cloud. Maîtrise de containerd Podman Docker et OpenShift. Certifications GCP Associate Engineer.,Cloud DevOps
Full Stack Developer 2 ans d'expérience. Création d'applications scalables avec Rust Go PHP Python et Angular TypeScript Tailwind React. Connaissances approfondies en SonarQube.,Software Engineering
"Ingénieur Réseaux certifié CCNA. 7 ans d'expérience en infrastructure. Compétences : VLAN EIGRP DNS, Fortinet Cisco MikroTik, Windows Server Linux. Administration de PRTG.",Networks
"Analyste Cybersécurité OSCP avec 8 ans d'expérience. Compétences : SOC Threat Hunting Forensics, Wireshark Nmap Splunk, MITRE ATT&CK ISO 27001. Réalisation d'audits et audits de sécurité analyse de vulnérabilités réponse à incident.",Cybersecurity
"DevOps Engineer 10 ans d'expérience. Stack : IBM Cloud, Terraform, containerd Docker Podman. CI/CD avec Azure DevOps GitLab CI Jenkins. Infrastructure as Code avec Pulumi.",Cloud DevOps
Data Analyst expert en Looker Tableau et Scikit-learn PyTorch Python. Création de dashboards pour transport télécommunications. Maîtrise de PostgreSQL et SPSS Statsmodels.,Data Science
Network Security Engineer spécialisé dans Ubiquiti. Expérience avec SolarWinds Nagios Nmap et protocoles BGP TCP/IP SNMP EIGRP. Mise en place d'infrastructures sécurisées.,Networks
"Développeur Full Stack avec 2 ans d'expérience. Compétences : Node.js PHP Ruby Rust pour le backend, CSS3 TypeScript JavaScript HTML5 pour le frontend. Maîtrise de DynamoDB SQLite Oracle et Maven Jira SonarQube. Diplomé d'un Master en Génie Logiciel.",Software Engineering
"Analyste Cybersécurité SANS GPEN avec 10 ans d'expérience. Compétences : SOC Threat Hunting Malware Analysis, ELK Qualys Wireshark, GDPR MITRE ATT&CK PCI DSS. Réalisation d'audits et tests d'intrusion audits de sécurité.",Cybersecurity
"Data Engineer avec 8 ans. Compétences : Python, Oracle, Gradle. ETL avec Scikit-learn.",Data Science
Consultant Sécurité avec 7 ans d'expérience en IoT. Implémentation de NIST GDPR et utilisation de Nmap Snort Nessus.,Cybersecurity
Network Administrator maîtrisant VLAN OSPF SSH et Fortinet Palo Alto MikroTik. Gestion de Juniper JunOS Linux. Certification JNCIA en cours.,Networks
Machine Learning Engineer spécialisé en Computer Vision NLP. Utilisation de TensorFlow PyTorch et {big_data_tools}. 10 ans d'expérience dans le déploiement de modèles.,Data Science
Ingénieur IA avec spécialisation en Anomaly Detection. Développement de modèles avec LightGBM CatBoost. Expérience en MLOps avec SonarQube Kubernetes Git.,Data Science
Data Analyst expert en Matplotlib Looker Plotly et Scikit-learn Pandas. Création de dashboards pour industrie. Maîtrise de SQLite MongoDB Cassandra et SAS.,Data Science
SOC Analyst maîtrisant ELK Snort pour la détection d'incidents. Certifications CISSP. Veille sur les menaces applications web systèmes industriels.,Cybersecurity
"Développeur Full Stack avec 7 ans d'expérience. Compétences : Scala Node.js Rust Go pour le backend, Angular TypeScript pour le frontend. Maîtrise de MongoDB MySQL et Jenkins Docker Confluence. Diplomé d'un Master en Génie Logiciel.",Software Engineering
"DevOps Engineer 7 ans d'expérience. Stack : AWS, SaltStack Chef, Podman. CI/CD avec Bamboo Azure DevOps GitLab CI. Infrastructure as Code avec Pulumi CloudFormation.",Cloud DevOps
"Data Scientist avec 5 ans d'expérience en analyse prédictive. Compétences : R Scikit-learn Python NumPy, LightGBM XGBoost PyTorch, Matplotlib PowerBI Tableau. Réalisation de projets de classification clustering régression.",Data Science
"Backend Developer passionné par l'architecture microservices. Stack technique : Go PHP Node.js Kotlin, MySQL DynamoDB Oracle, Docker Kubernetes SonarQube. Certification AWS Developer. Recherche nouveau défi technique.",Software Engineering
Site Reliability Engineer gérant IBM Cloud. Automatisation avec SaltStack Pulumi Terraform et CircleCI. Monitoring avec Grafana ELK Stack Datadog.,Cloud DevOps
Data Analyst expert en Plotly Tableau Seaborn et NumPy SQL. Création de dashboards pour santé e-commerce. Maîtrise de MySQL Cassandra et SPSS SciPy SAS.,Data Science
Machine Learning Engineer spécialisé en NLP. Utilisation de XGBoost Scikit-learn TensorFlow et {big_data_tools}. 4 ans d'expérience dans le déploiement de modèles.,Data Science
"Analyste Cybersécurité CISSP avec 8 ans d'expérience. Compétences : Malware Analysis Threat Hunting Reverse Engineering, Qualys Metasploit, NIST GDPR MITRE ATT&CK. Réalisation d'audits et réponse à incident.",Cybersecurity
Network Security Engineer spécialisé dans Juniper Aruba Fortinet. Expérience avec Wireshark SolarWinds et protocoles VLAN SNMP DNS. Mise en place d'infrastructures sécurisées.,Networks
Ingénieur IA avec spécialisation en Computer Vision NLP. Développement de modèles avec XGBoost LightGBM. Expérience en MLOps avec Docker Kubernetes.,Data Science
Machine Learning Engineer spécialisé en NLP Time Series. Utilisation de PyTorch LightGBM et {big_data_tools}. 5 ans d'expérience dans le déploiement de modèles.,Data Science
"Backend Developer passionné par l'architecture microservices. Stack technique : Rust Node.js Scala Ruby, Redis, Docker Jira. Certification MongoDB Certified. Recherche nouveau défi technique.",Software Engineering
Ingénieur IA avec spécialisation en Reinforcement Learning NLP. Développement de modèles avec XGBoost CatBoost. Expérience en MLOps avec Jira.,Data Science
Full Stack Developer 7 ans d'expérience. Création d'applications scalables avec Kotlin Go Python et Tailwind JavaScript TypeScript. Connaissances approfondies en Confluence Maven.,Software Engineering
"Analyste Cybersécurité OSCP avec 7 ans d'expérience. Compétences : SOC Pentesting Threat Hunting, Nmap ELK Snort Metasploit, PCI DSS MITRE ATT&CK. Réalisation d'audits et tests d'intrusion réponse à incident.",Cybersecurity
Ingénieur IA avec spécialisation en Time Series. Développement de modèles avec LightGBM PyTorch. Expérience en MLOps avec Maven Kubernetes.,Data Science
"Data Scientist avec 2 ans d'expérience en analyse prédictive. Compétences : TensorFlow Keras Pandas Scikit-learn, TensorFlow LightGBM CatBoost, Tableau. Réalisation de projets de régression computer vision séries temporelles.",Data Science
"Ingénieur Réseaux certifié JNCIA. 5 ans d'expérience en infrastructure. Compétences : SNMP DNS, Palo Alto, Cisco IOS Windows Server Juniper JunOS. Administration de Wireshark Zabbix PRTG.",Networks
Ingénieur IA avec spécialisation en Time Series Reinforcement Learning Anomaly Detection. Développement de modèles avec CatBoost LightGBM. Expérience en MLOps avec Kubernetes.,Data Science
"Backend Developer passionné par l'architecture microservices. Stack technique : Ruby Kotlin Python, SQLite Cassandra, Confluence SonarQube Jira. Certification AWS Developer Spring Professional. Recherche nouveau défi technique.",Software Engineering
"Backend Developer passionné par l'architecture microservices. Stack technique : Java Rust Node.js, MySQL, Jira Confluence Kubernetes. Certification AWS Developer Spring Professional. Recherche nouveau défi technique.",Software Engineering
"Analyste Cybersécurité CEH avec 7 ans d'expérience. Compétences : Malware Analysis Reverse Engineering Threat Hunting Pentesting, ELK Wireshark Qualys, MITRE ATT&CK. Réalisation d'audits et réponse à incident analyse de vulnérabilités audits de sécurité.",Cybersecurity
"Data Scientist avec 2 ans d'expérience en analyse prédictive. Compétences : Python TensorFlow, Scikit-learn CatBoost, PowerBI. Réalisation de projets de séries temporelles computer vision clustering.",Data Science
Platform Engineer expert GCP et Terraform ARM CloudFormation. Déploiement d'infrastructures scalables avec Podman containerd.,Cloud DevOps
Architecte Réseaux avec expertise STP BGP EIGRP. Déploiement de solutions Cisco Fortinet chez des clients finance industrie e-commerce.,Networks
Network Security Engineer spécialisé dans Fortinet Ubiquiti. Expérience avec Nmap et protocoles HTTP/HTTPS VLAN OSPF. Mise en place d'infrastructures sécurisées.,Networks
"Ingénieur Réseaux certifié CCNA. 3 ans d'expérience en infrastructure. Compétences : DHCP EIGRP TCP/IP, Ubiquiti MikroTik Fortinet, Cisco IOS Linux. Administration de Zabbix Wireshark.",Networks
Machine Learning Engineer spécialisé en NLP Computer Vision. Utilisation de TensorFlow et {big_data_tools}. 6 ans d'expérience dans le déploiement de modèles.,Data Science
Site Reliability Engineer gérant Oracle Cloud. Automatisation avec Ansible Terraform et GitHub Actions. Monitoring avec ELK Stack.,Cloud DevOps
Architecte Réseaux avec expertise DNS HTTP/HTTPS. Déploiement de solutions Cisco chez des clients e-commerce finance.,Networks
Platform Engineer expert GCP et CloudFormation ARM Pulumi. Déploiement d'infrastructures scalables avec containerd.,Cloud DevOps
Network Security Engineer spécialisé dans Ubiquiti Aruba Palo Alto. Expérience avec Nmap Wireshark Zabbix et protocoles HTTP/HTTPS SNMP VLAN OSPF. Mise en place d'infrastructures sécurisées.,Networks
Consultant Sécurité avec 6 ans d'expérience en cloud réseaux IoT. Implémentation de GDPR et utilisation de Nmap Snort ELK Qualys.,Cybersecurity
Architecte Réseaux avec expertise DNS BGP DHCP. Déploiement de solutions Cisco Fortinet MikroTik chez des clients finance transport.,Networks
Pentester certifié CompTIA Security+. Spécialisé en Reverse Engineering Malware Analysis. Utilisation de Burp Suite Snort Nessus ELK pour tests d'intrusion. Connaissances NIST.,Cybersecurity
Architecte Réseaux avec expertise DNS TCP/IP OSPF. Déploiement de solutions Juniper Cisco Fortinet chez des clients télécommunications.,Networks
"Analyste Cybersécurité SANS GPEN avec 10 ans d'expérience. Compétences : Forensics Threat Hunting Reverse Engineering Malware Analysis, Burp Suite Qualys Nessus Wireshark, NIST MITRE ATT&CK. Réalisation d'audits et réponse à incident audits de sécurité.",Cybersecurity
Network Administrator maîtrisant DHCP STP et Juniper Cisco. Gestion de Cisco IOS. Certification JNCIA en cours.,Networks
Full Stack Developer 3 ans d'expérience. Création d'applications scalables avec C# Rust et JavaScript Angular React TypeScript. Connaissances approfondies en Jenkins.,Software Engineering
SOC Analyst maîtrisant Snort Nmap ELK pour la détection d'incidents. Certifications CEH. Veille sur les menaces IoT.,Cybersecurity
SOC Analyst maîtrisant Metasploit Burp Suite Qualys pour la détection d'incidents. Certifications OSCP. Veille sur les menaces IoT réseaux.,Cybersecurity
"Ingénieur Réseaux certifié CCNA. 4 ans d'expérience en infrastructure. Compétences : SSH BGP HTTP/HTTPS, Ubiquiti, Cisco IOS. Administration de SolarWinds.",Networks
Ingénieur IA avec spécialisation en Time Series NLP Computer Vision. Développement de modèles avec LightGBM. Expérience en MLOps avec Gradle Kubernetes.,Data Science
SOC Analyst maîtrisant Qualys Burp Suite Splunk pour la détection d'incidents. Certifications CISSP. Veille sur les menaces systèmes industriels applications web cloud.,Cybersecurity
"Data Scientist avec 10 ans d'expérience en analyse prédictive. Compétences : NumPy SQL R Keras, TensorFlow CatBoost LightGBM, PowerBI Seaborn Looker. Réalisation de projets de séries temporelles computer vision.",Data Science
Site Reliability Engineer gérant GCP IBM Cloud. Automatisation avec Puppet Chef Terraform et Azure DevOps. Monitoring avec Datadog.,Cloud DevOps
"Spring Boot Developer. Java, Spring MVC, Spring Security, Hibernate, Redis. 8 ans d'expérience en microservices.",Software Engineering
"Data Engineer avec 8 ans. Compétences : Python, DynamoDB, Confluence. ETL avec CatBoost.",Data Science
SOC Analyst maîtrisant Splunk Snort Nmap Nessus pour la détection d'incidents. Certifications CISSP. Veille sur les menaces IoT applications web.,Cybersecurity
SOC Analyst maîtrisant Wireshark Qualys pour la détection d'incidents. Certifications CISSP. Veille sur les menaces cloud.,Cybersecurity
Network Security Engineer spécialisé dans Palo Alto Aruba MikroTik. Expérience avec Nagios Nmap SolarWinds et protocoles EIGRP BGP STP. Mise en place d'infrastructures sécurisées.,Networks
SOC Analyst maîtrisant Nessus Wireshark Metasploit Splunk pour la détection d'incidents. Certifications SANS GPEN. Veille sur les menaces applications web réseaux cloud.,Cybersecurity
Full Stack Developer 7 ans d'expérience. Création d'applications scalables avec C# Go Java Kotlin et Angular Vue.js Tailwind React. Connaissances approfondies en Kubernetes Jira.,Software Engineering
Ingénieur IA avec spécialisation en NLP Time Series Reinforcement Learning. Développement de modèles avec XGBoost PyTorch TensorFlow. Expérience en MLOps avec SonarQube Git.,Data Science
Cloud Architect spécialisé IBM Cloud. Maîtrise de Podman et Docker Swarm Nomad Kubernetes. Certifications AWS Solutions Architect.,Cloud DevOps
Consultant Sécurité avec 6 ans d'expérience en réseaux applications web IoT. Implémentation de PCI DSS et utilisation de Metasploit Nmap Nessus Burp Suite.,Cybersecurity
